p0,Average of S(x)
0.17500000000000002,0.028905028368300407
0.176,0.028618619240869298
0.177,0.029348530132651422
0.178,0.030084072129304855
0.179,0.028402143589247277
0.18,0.028206236168282987
0.181,0.02951027256365586
0.182,0.029790959134738663
0.183,0.02904125086863084
0.184,0.030078856510431688
0.185,0.030420059281282396
0.186,0.03013773485427251
0.187,0.02955981982218358
0.188,0.02944631780187988
0.189,0.031179823176824415
0.19,0.031065926083997004
0.191,0.030192630563558066
0.192,0.03125362832721087
0.193,0.030949982111407627
0.194,0.03138993138557867
0.195,0.032540508627556836
0.196,0.03181474343981656
0.197,0.031210572161153475
0.198,0.031805214341484866
0.199,0.032457137897419636
0.2,0.03300710721165118
0.201,0.03209512331189715
0.202,0.03306479121133215
0.203,0.03249884752534411
0.20400000000000001,0.034007244303725426
0.20500000000000002,0.032929459593782594
0.20600000000000002,0.03327992479997218
0.20700000000000002,0.0340075994843731
0.20800000000000002,0.03492115509094009
0.209,0.03300741960947933
0.21,0.033901034812105345
0.211,0.03413536398869599
0.212,0.0333508297013972
0.213,0.03503347934484862
0.214,0.03507314990628651
0.215,0.034113193275864546
0.216,0.03549985178363148
0.217,0.035176528257688695
0.218,0.0347124159592908
0.219,0.035264016846752295
0.22,0.034622444076827665
0.221,0.0355803763628473
0.222,0.034898591393051945
0.223,0.036667375742031126
0.224,0.03689685798683139
0.225,0.03627676409875804
0.226,0.03765031508208186
0.227,0.03638583519566679
0.228,0.03614029113466577
0.229,0.03597176796083252
0.23,0.038108585188790275
0.231,0.03732867801406946
0.232,0.03672331149934857
0.233,0.03872193426396787
0.234,0.03767872399774044
0.23500000000000001,0.03904384421515251
0.23600000000000002,0.0379371034687651
0.23700000000000002,0.03822110357080841
0.23800000000000002,0.040146147117874106
0.23900000000000002,0.038892840642220754
0.24,0.0392311705638312
0.241,0.03850179264845856
0.242,0.03917122042454321
0.243,0.03918875973859051
0.244,0.03821369090403826
0.245,0.040192157868966544
0.246,0.04027374599608206
0.247,0.03788674137414646
0.248,0.03917033525775351
0.249,0.04040960482484591
0.25,0.04106572970601129
0.251,0.03991933018044621
0.252,0.04091077738445968
0.253,0.040422129678381116
0.254,0.04193367987247846
0.255,0.04190884031114804
0.256,0.04317329152016496
0.257,0.040372325568849954
0.258,0.042929877587393694
0.259,0.04066666251198125
0.26,0.041443814367487564
0.261,0.04254895015084018
0.262,0.043638585738279105
0.263,0.041959845472256396
0.264,0.04319499136513358
0.265,0.04432046143154794
0.266,0.04293940517069538
0.267,0.04391367243739998
0.268,0.04272274606262498
0.269,0.04377294265512749
0.27,0.0423628460962143
0.271,0.0445131385989002
0.272,0.04489778215117021
0.273,0.04470108098255445
0.274,0.04367634661154748
0.275,0.04278520119559655
0.276,0.04455626230635289
0.277,0.04446539087531103
0.278,0.04579107361795243
0.279,0.046561444565844164
0.28,0.04357285874011637
0.281,0.045936581285352864
0.28200000000000003,0.04671664875835491
0.28300000000000003,0.04557772068576635
0.28400000000000003,0.046098387670054426
0.28500000000000003,0.044709301944669676
0.28600000000000003,0.04607959931929461
0.28700000000000003,0.04742640406921059
0.28800000000000003,0.047378723699927676
0.289,0.04601601585694646
0.29,0.046534131624398345
0.291,0.0476165238037532
0.292,0.04834774351969373
0.293,0.04587975562910185
0.294,0.047633833396584516
0.295,0.04972877216121114
0.296,0.04729304820398665
0.297,0.04692101414078923
0.298,0.04799427052039638
0.299,0.049819500482185114
0.3,0.05010274230985992
0.301,0.04909506035623744
0.302,0.04711981421023559
0.303,0.0513202238947703
0.304,0.04803465699394492
0.305,0.048589092108224624
0.306,0.04883517641357113
0.307,0.05119951669875705
0.308,0.05030579495448489
0.309,0.050801224161996644
0.31,0.04988912280305315
0.311,0.047673839229179435
0.312,0.0514890504274255
0.313,0.04918117699953388
0.314,0.05008401347051163
0.315,0.050246739142603344
0.316,0.05100868979192001
0.317,0.0508853530109158
0.318,0.05180435328680556
0.319,0.051184498620272
0.32,0.052227447194459604
0.321,0.05283153903403942
0.322,0.05234023819084616
0.323,0.05170322684540409
0.324,0.051564184879607185
0.325,0.0533573744695963
0.326,0.053207778330403604
0.327,0.053862347528699
0.328,0.05197012506604169
0.329,0.05411903387337476
0.33,0.05343253412112141
0.331,0.05239548133313551
0.332,0.05317476410069241
0.333,0.05310281328292776
0.334,0.05409286964038473
0.335,0.05471483931354384
0.336,0.05406265601338956
0.337,0.055855295876667946
0.338,0.053933169829004986
0.339,0.055380097409801717
0.34,0.056334368066817526
0.341,0.054839997787098346
0.342,0.0555464291975485
0.343,0.055179146831248
0.34400000000000003,0.05400892395106882
0.34500000000000003,0.0558277590173167
0.34600000000000003,0.056475728927743274
0.34700000000000003,0.05451424592560126
0.34800000000000003,0.056020100050018166
0.34900000000000003,0.05618111630828397
0.35000000000000003,0.05638302491657447
0.35100000000000003,0.05688161334991515
0.352,0.05724020498779993
0.353,0.057195110927641034
0.354,0.061102900100905015
0.355,0.05655261602389131
0.356,0.056484768202960535
0.357,0.06046367751328745
0.358,0.05698106752946483
0.359,0.056773559984279666
0.36,0.05869652916813551
0.361,0.058690437264348985
0.362,0.058748784504879234
0.363,0.058845463048699094
0.364,0.05832837501375567
0.365,0.058892765843487405
0.366,0.058454880742843635
0.367,0.0611123686880779
0.368,0.05968928341682132
0.369,0.058755282527467194
0.37,0.06207703587520135
0.371,0.06308737010637597
0.372,0.06236233580336818
0.373,0.060969715498078975
0.374,0.057762474240372855
0.375,0.058929011327633465
0.376,0.06348276686320153
0.377,0.06142392544061837
0.378,0.062000210788750953
0.379,0.06274333118925612
0.38,0.05904721467936402
0.381,0.06017674054600468
0.382,0.06218778091276322
0.383,0.06270036463383227
0.384,0.06164914995900311
0.385,0.06451005191146021
0.386,0.0643062693145212
0.387,0.06279099605190265
0.388,0.06289635350092579
0.389,0.06132080871664117
0.39,0.06573107422037634
0.391,0.06264989317168207
0.392,0.06746884577136981
0.393,0.06223571021754622
0.394,0.06178369771864697
0.395,0.06271833081380392
0.396,0.06372652295972168
0.397,0.06473435664669934
0.398,0.0623085495079446
0.399,0.06342774552075299
0.4,0.06309406169633691
0.401,0.06737557407133057
0.402,0.06494526388369332
0.403,0.06745910113859645
0.404,0.06600542026074907
0.405,0.06624157667082518
0.406,0.06492520958421659
0.40700000000000003,0.06846908084563953
0.40800000000000003,0.06544985935931491
0.40900000000000003,0.06468182083868113
0.41000000000000003,0.06473164791558114
0.41100000000000003,0.06385555467060605
0.41200000000000003,0.06585762987773848
0.41300000000000003,0.06668588390149761
0.41400000000000003,0.06635568590740894
0.41500000000000004,0.06562271555896909
0.41600000000000004,0.06867797228877734
0.417,0.06455291803628284
0.418,0.06848253239853008
0.419,0.06772435766929454
0.42,0.06893092931143216
0.421,0.06931408030216896
0.422,0.06720254003330198
0.423,0.06729575026881934
0.424,0.06716600383076521
0.425,0.0687024462976307
0.426,0.06661173429246726
0.427,0.06937109484926283
0.428,0.06819567338693355
0.429,0.07240136722941944
0.43,0.06812153035556981
0.431,0.07094109713207136
0.432,0.06794576961566104
0.433,0.06770601925256274
0.434,0.06935771465377598
0.435,0.06964241797322278
0.436,0.06929919096346347
0.437,0.0711698517575811
0.438,0.07042796779715088
0.439,0.07072757164645496
0.44,0.07277423917562846
0.441,0.07254741927021911
0.442,0.0712065546653788
0.443,0.0707286623945896
0.444,0.0695049528694378
0.445,0.07110787744308895
0.446,0.07208882751645844
0.447,0.07333283466056367
0.448,0.07278252626796457
0.449,0.07122191110878316
0.45,0.07351712652139782
0.451,0.07507689555277686
0.452,0.07240111514446376
0.453,0.07479824003423759
0.454,0.07339046385553376
0.455,0.072630002631483
0.456,0.07268642313056473
0.457,0.07471830039864368
0.458,0.07448694078660263
0.459,0.07642260490027389
0.46,0.07167073285622405
0.461,0.07243508056331875
0.462,0.07388266472141224
0.463,0.07437224691611327
0.464,0.07748152791438848
0.465,0.07518770013651391
0.466,0.07561977661905436
0.467,0.0773682458325671
0.468,0.07308774119145851
0.46900000000000003,0.07772721490012745
0.47000000000000003,0.07132956834388075
0.47100000000000003,0.07265673289571585
0.47200000000000003,0.07739861471068261
0.47300000000000003,0.07824730818598244
0.47400000000000003,0.07816745045765229
0.47500000000000003,0.07852272330614474
0.47600000000000003,0.075526520922356
0.47700000000000004,0.0770553682959693
0.47800000000000004,0.07643060428794192
0.47900000000000004,0.07907665102465732
0.48,0.0769558212533447
0.481,0.08134211072798071
0.482,0.07901638802430368
0.483,0.08025281418315752
0.484,0.07387297346209455
0.485,0.07745124302156096
0.486,0.07717721526365552
0.487,0.08032480041524889
0.488,0.07861053130123473
0.489,0.07986506505310247
0.49,0.0792949577913436
0.491,0.07981427403454668
0.492,0.07829962088550535
0.493,0.07979793770809102
0.494,0.0793051035166836
0.495,0.08186264394309406
0.496,0.08029969261953948
0.497,0.07925907514658119
0.498,0.07632927549042448
0.499,0.08079469178562082
0.5,0.08160018405017735
0.501,0.0799190376643753
0.502,0.08363674052098381
0.503,0.07956654412570209
0.504,0.0821089922528747
0.505,0.08079394328959491
0.506,0.08215176839546544
0.507,0.08351586868340183
0.508,0.08644986139184507
0.509,0.08062936166845898
0.51,0.08054565456021064
0.511,0.07986974060831196
0.512,0.07992123891608986
0.513,0.08020071033585228
0.514,0.08251494662626821
0.515,0.08517403603610928
0.516,0.08559766193630013
0.517,0.08298717674929776
0.518,0.08296599199075602
0.519,0.08146413080652051
0.52,0.07969520913051903
0.521,0.08597862495453523
0.522,0.08329474301300901
0.523,0.08411946884888753
0.524,0.08589830092668135
0.525,0.08552540434017866
0.526,0.08418375321072952
0.527,0.0855932330510801
0.528,0.08570443039868686
0.529,0.08327061041371628
0.53,0.0865004091974254
0.531,0.08377050801059717
0.532,0.0883478830736918
0.533,0.08560436477959701
0.534,0.0870834680512842
0.535,0.08755150729039632
0.536,0.08720683233083987
0.537,0.08490210730191369
0.538,0.08455475601232539
0.539,0.0851377494696746
0.54,0.08597442853969561
0.541,0.08717922419240152
0.542,0.0874691171545299
0.543,0.08935525118988243
0.544,0.08920765752106426
0.545,0.08895895268363622
0.546,0.08870075509552224
0.547,0.09086785923327279
0.548,0.08728464073382385
0.549,0.09026782120724387
0.55,0.08870032754827933
0.551,0.08726206429727044
0.552,0.08924795142717899
0.553,0.08929395026069337
0.554,0.09089688090558688
0.555,0.09152388070474496
0.556,0.09226025026244972
0.557,0.08792736842660981
0.558,0.08976112548431549
0.559,0.09127999585466813
0.56,0.08967750485740017
0.561,0.08653406677853888
0.562,0.09236872403314358
0.5630000000000001,0.09255124834553223
0.5640000000000001,0.09171440682984178
0.5650000000000001,0.0920059696014117
0.5660000000000001,0.08928644277939356
0.5670000000000001,0.09277470151683705
0.5680000000000001,0.09021032360910712
0.5690000000000001,0.09290114447998159
0.5700000000000001,0.09140994518309689
0.5710000000000001,0.09295823700398624
0.5720000000000001,0.0928042037417588
0.5730000000000001,0.09027755180769985
0.5740000000000001,0.091812755235419
0.5750000000000001,0.09311824569954347
0.5760000000000001,0.09226639170023435
0.577,0.0953382491929363
0.578,0.09281848035858573
0.579,0.09577708617993007
0.58,0.09548603283244499
0.581,0.09398023140478677
0.582,0.09377201834765152
0.583,0.09550763637781971
0.584,0.09364843799406633
0.585,0.09797506410512057
0.586,0.09572456220005776
0.587,0.09386230124316884
0.588,0.09535870022461172
0.589,0.09733260936012393
0.59,0.09820865714975341
0.591,0.09726741365162002
0.592,0.09432426542266636
0.593,0.09770907192008632
0.594,0.09689857582702575
0.595,0.09720690171690846
0.596,0.09434139770721837
0.597,0.09828867230789821
0.598,0.09958270783045077
0.599,0.09985339910494977
0.6,0.09725313019610715
0.601,0.09958449373601128
0.602,0.09834351454727377
0.603,0.1003771919744252
0.604,0.09788411296454096
0.605,0.09649860838684536
0.606,0.09706513790400988
0.607,0.0963738290067216
0.608,0.09898527445476715
0.609,0.09881033411347812
0.61,0.09931031219306934
0.611,0.09827834092328992
0.612,0.10145128994261521
