,Y Actual,Y Predict,Error
0,0.13674862772597612,0.1377612237049013,-0.0010125959789251682
1,0.10267834154821298,0.10369871128622844,-0.0010203697380154614
2,0.05754299526145284,0.05795762318115352,-0.0004146279197006844
3,0.06859583974226283,0.06924691301134224,-0.0006510732690794135
4,0.16381978562002766,0.162091589718239,0.0017281959017886594
5,0.1066210259272482,0.10759156984836249,-0.0009705439211142863
6,0.005300618224251243,0.0052093896642373206,9.122856001392201e-05
7,0.04509513480530659,0.0449165469980045,0.00017858780730208718
8,0.06071621097539848,0.05951476660600714,0.0012014443693913399
9,0.18531561572958605,0.19342910114341805,-0.008113485413832
10,0.13381615045245335,0.13114336414927344,0.002672786303179908
11,0.1957788459492366,0.19440231578395156,0.0013765301652850503
12,0.18706373774597748,0.19167731479045771,-0.004613577044480233
13,0.04537865069898563,0.046473690422858115,-0.0010950397238724818
14,0.1634304119640045,0.16773623463333337,-0.004305822669328857
15,0.010762724415777495,0.010659391651224972,0.0001033327645525231
16,0.12321159314043965,0.12335764702500535,-0.00014605388456569168
17,0.03426339978166601,0.0340165430240292,0.0002468567576368111
18,0.0026639232479324475,0.0026790315988501957,-1.5108350917748207e-05
19,0.015214836735405655,0.014941536069572414,0.0002733006658332416
20,0.0061057131332059675,0.005987961376664128,0.00011775175654183973
21,0.09327115712859882,0.09396656488089336,-0.0006954077522945412
22,0.058962492253491025,0.06029333831843395,-0.0013308460649429227
23,0.0604130979397444,0.06048798124654065,-7.488330679625288e-05
24,0.181096444214295,0.18058266788837568,0.0005137763259193129
25,0.15780832694928015,0.15352730088154415,0.004281026067736005
26,0.008835040136720394,0.008712962370157954,0.0001220777665624402
27,0.02015725921384087,0.02000225220034666,0.0001550070134942079
28,0.1426243069298093,0.14165408226703533,0.0009702246627739664
29,0.00019544497978699567,0.00014867353346307172,4.677144632392395e-05
30,0.14944693854818328,0.15002372817562348,-0.0005767896274402051
31,0.13912827479933407,0.13834515248922138,0.0007831223101126827
32,0.11577916293564833,0.11965943139097801,-0.003880268455329683
33,0.08749591304860763,0.08773799118147892,-0.0002420781328712901
34,0.08751850926246448,0.08890584875011913,-0.001387339487654654
35,0.14459992322725904,0.14340586861999563,0.0011940546072634062
36,0.15556747891252706,0.15527908723450445,0.00028839167802260923
37,0.0706308396135361,0.07138798522051597,-0.0007571456069798699
38,0.17704935020686094,0.17883088153541538,-0.0017815313285544365
39,0.05122866926144734,0.05192369240984577,-0.0006950231483984284
40,0.04345006164165613,0.0447219040698978,-0.0012718424282416735
41,0.1893488845060568,0.19401302992773814,-0.004664145421681337
42,0.09920107932103032,0.10077906736462794,-0.001577988043597614
43,0.16821099790965732,0.1681255204895468,8.547742011053017e-05
44,0.04855354486876668,0.04880940556013854,-0.0002558606913718592
45,0.13397982303225975,0.13386836514276726,0.00011145788949248892
46,0.16489190939798715,0.1595612316528519,0.005330677745135237
47,0.02754177635568241,0.027398683468401328,0.00014309288728108285
48,0.06179037212845341,0.06146119588707416,0.0003291762413792504
49,0.09464580873081313,0.09377192195278668,0.0008738867780264531
50,0.06436362366316133,0.06438083980867469,-1.72161455133657e-05
51,0.056754518312885464,0.057373694396833416,-0.0006191760839479518
52,0.050909490306919936,0.05095047776931226,-4.098746239232509e-05
53,0.08393405565614878,0.08442906140366498,-0.0004950057475161945
54,0.16652805072279608,0.16793087756144007,-0.0014028268386439835
55,0.07277377684566892,0.07236119986104947,0.00041257698461945325
56,0.05369718079571988,0.05289690705037928,0.0008002737453406059
57,0.05196512180864359,0.052507621194165875,-0.0005424993855222826
58,0.11077184918445253,0.11323621476345687,-0.0024643655790043406
59,0.06257138581372965,0.06204512467139427,0.0005262611423353797
60,0.13515553531241975,0.13464693685519408,0.000508598457225673
61,0.1924479121530376,0.1912880289342443,0.0011598832187933172
62,0.027925838450642736,0.027593326396508036,0.0003325120541347003
63,0.0392193906106868,0.03927190208291014,-5.2511472223341904e-05
64,0.1543070836321251,0.15469515845018436,-0.0003880748180592475
65,0.038516313503098865,0.038104044514269936,0.0004122689888289288
66,0.05170521737963213,0.05133976362552566,0.00036545375410646647
67,0.1481767337517292,0.14613086961348945,0.0020458641382397613
68,0.04871745545367463,0.04900404848824524,-0.000286593034570605
69,0.11212385203607504,0.11226300012292335,-0.00013914808684831192
70,0.07510280819870968,0.07683798720750361,-0.0017351790087939273
71,0.05842233530455952,0.05815226610926023,0.00027006919529929535
72,0.11392279188717233,0.11284692890724345,0.001075862979928885
73,0.048454056255751984,0.04803083384771173,0.00042322240804025524
74,0.0760002579921829,0.0756701296388634,0.0003301283533195115
75,0.1815497115193128,0.18642195573157674,-0.004872244212263954
76,0.15832921037368144,0.1585880170123184,-0.0002588066386369492
77,0.0905095787280425,0.09065763510307945,-0.00014805637503695346
78,0.11540401111972735,0.11712907332559089,-0.001725062205863534
79,0.13047358658841754,0.1274451485152461,0.0030284380731714355
80,0.04943207600268982,0.050755834841205556,-0.0013237588385157373
81,0.08922229469452421,0.08910049167822581,0.00012180301629839685
82,0.16696972298193827,0.1702665926987205,-0.0032968697167822247
83,0.18514902204340689,0.18583802694725665,-0.0006890049038497659
84,0.11695409796161092,0.11615585868505737,0.0007982392765535501
85,0.19481943334424853,0.19245588650288453,0.0023635468413640004
86,0.04499698882058487,0.04588976163853801,-0.0008927728179531358
87,0.09954765856684772,0.09785942344302741,0.0016882351238203114
88,0.07143948744913674,0.07041477057998245,0.0010247168691542852
89,0.17859325724316585,0.180388024960269,-0.0017947677171031573
90,0.1592327786646319,0.160145160437172,-0.0009123817725401051
